question,sparql
What is the GHS hazard statement for ethanol as per Regulation (EC) No. 1272/2008?,SELECT ?value WHERE { wd:Q153 p:P4952 ?s . ?s ps:P4952 wd:Q2005334 . ?s pq:P5041 ?value}
What material is used in painting the leaf ?,select distinct ?sbj where { ?sbj wdt:P186 wd:Q33971 . ?sbj wdt:P31 wd:Q3305213 }
What gene is associated with breast cancer by a Genome-wide association study?,SELECT ?obj WHERE { wd:Q128581 p:P2293 ?s . ?s ps:P2293 ?obj . ?s pq:P459 wd:Q1098876 }
How many linguistic typology for Japanese?,SELECT (COUNT(?obj) AS ?value ) { wd:Q5287 wdt:P4132 ?obj }
Name the award for which Franco Zeffirelli was nominated for his/her work in Romeo and Juliet?,SELECT ?obj WHERE { wd:Q53040 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P1686 wd:Q517265 }
When does Rakesh Kumar compete?,SELECT ?answer WHERE { wd:Q16935077 wdt:P1344 ?X . ?X wdt:P585 ?answer}
What language does the sculptor of Z3 write in?,SELECT ?answer WHERE { wd:Q222419 wdt:P170 ?X . ?X wdt:P1412 ?answer}
Futurama takes place in which fictional universe?,select distinct ?obj where { wd:Q73622 wdt:P1434 ?obj . ?obj wdt:P31 wd:Q559618 }
How can you tell a credit card has a thickness of 0.76?,"SELECT ?value WHERE { wd:Q161380 p:P2610 ?s . ?s ps:P2610 ?x filter(contains(?x,'0.76')) . ?s pq:P459 ?value}"
Which limestone powder has the highest emissivity?,select ?ent where { ?ent wdt:P31 wd:Q2908004 . ?ent wdt:P1295 ?obj . ?ent wdt:P186 wd:Q23757 } ORDER BY DESC(?obj)LIMIT 5
Who is a member of the citizens of E.C. Segar?,SELECT ?answer WHERE { wd:Q452745 wdt:P27 ?X . ?X wdt:P463 ?answer}
"WHO IS THE FOUNDER OF THE GAUSSIAN ELIMINATION THAT WAS BORN APRIL 4, 1777?","SELECT ?answer WHERE { wd:Q2658 wdt:P138 ?answer . ?answer wdt:P569 ?x FILTER(contains(YEAR(?x),'1777'))}"
Who are the members of the Grateful Dead?,select distinct ?sbj where { ?sbj wdt:P463 wd:Q212533 . ?sbj wdt:P31 wd:Q5 }
"Who are the children of Tigranes the Great, who died from decapitation?",SELECT ?answer WHERE { wd:Q201303 wdt:P40 ?answer . ?answer wdt:P509 wd:Q204933}
Which is the animation technique of the facet of 3D animation software and contains the word animation in it's name?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3516833 . ?sbj wdt:P1269 wd:Q23442766 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'animation')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the human population of the basin countries of the Strait of Dover?,SELECT ?answer WHERE { wd:Q159898 wdt:P205 ?X . ?X wdt:P1082 ?answer}
What are the administrative divisions of the headquarters of Sinovac Biotech?,SELECT ?answer WHERE { wd:Q3485048 wdt:P159 ?X . ?X wdt:P150 ?answer}
Is the end time for the spouse of Larry King 1967-0-0?,"SELECT ?obj WHERE { wd:Q213430 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1967')) }"
What is the culture of Jayadaman's daughter?,SELECT ?answer WHERE { wd:Q6167457 wdt:P40 ?X . ?X wdt:P172 ?answer}
What is the middle name of {Frederick I whose nick name is Frederick?,SELECT ?answer WHERE { wd:Q79789 wdt:P735 ?answer . ?answer wdt:P460 wd:Q3273004}
What was the twinned administrative body of Cagliari starting in 2011?,"SELECT ?obj WHERE { wd:Q1897 p:P190 ?s . ?s ps:P190 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'2011')) }"
who  is the human spacefligh for member of the crew  of Christa McAuliffe?,select distinct ?obj where { wd:Q229674 wdt:P5096 ?obj . ?obj wdt:P31 wd:Q752783 }
When did Selena Gomez become romantically involved with Justin Bieber?,SELECT ?value WHERE { wd:Q83287 p:P451 ?s . ?s ps:P451 wd:Q34086 . ?s pq:P580 ?value}
How many carry things by road?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2505 wd:Q34442 }
When did João Havelange step down as chairperson of FIFA?,SELECT ?value WHERE { wd:Q253414 p:P488 ?s . ?s ps:P488 wd:Q207358 . ?s pq:P582 ?value}
When did Katharine Graham receive the Library of Congress Living Legend award?,SELECT ?value WHERE { wd:Q435203 p:P166 ?s . ?s ps:P166 wd:Q6542686 . ?s pq:P580 ?value}
When did Ilse Koch become a member of the political party NSDAP?,SELECT ?value WHERE { wd:Q58036 p:P102 ?s . ?s ps:P102 wd:Q7320 . ?s pq:P580 ?value}
Tell me which is the single-family detached home which contains the word villa in it's name?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1307276 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'villa')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
For which movie was Christian Bale nominated for an Academy Award for Best Supporting Actor?,SELECT ?value WHERE { wd:Q45772 p:P1411 ?s . ?s ps:P1411 wd:Q106291 . ?s pq:P1686 ?value}
What is the main business of Paris?,select distinct ?sbj where { ?sbj wdt:P740 wd:Q90 . ?sbj wdt:P31 wd:Q4830453 }
When did Song Young-gil become head of the government of Incheon?,SELECT ?value WHERE { wd:Q20934 p:P6 ?s . ?s ps:P6 wd:Q484024 . ?s pq:P580 ?value}
Name a Norwegian radio station,select distinct ?sbj where { ?sbj wdt:P2936 wd:Q9043 . ?sbj wdt:P31 wd:Q14350 }
Who is {chief executive} of {manufacturer} of {IBM 7030 Stretch} ?,SELECT ?answer WHERE { wd:Q984038 wdt:P176 ?X . ?X wdt:P169 ?answer}
What is Kim Kardashian's net worth as of 2015?,"SELECT ?obj WHERE { wd:Q186304 p:P2218 ?s . ?s ps:P2218 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2015')) }"
who was the administrative body of the of the Osaka Prefecture in July of 1987,"SELECT ?obj WHERE { wd:Q122723 p:P190 ?s . ?s ps:P190 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1987')) }"
Who is George W. Bush's sister that has crafted as enterpreneur?,SELECT ?answer WHERE { wd:Q207 wdt:P3373 ?answer . ?answer wdt:P106 wd:Q131524}
"Who is the founder of Marxism, and after whom was it named?",SELECT ?ans_1 ?ans_2 WHERE { wd:Q7264 wdt:P61 ?ans_1 . wd:Q7264 wdt:P138 ?ans_2 }
How many excavation directors are in the Pompeii} ?,SELECT (COUNT(?obj) AS ?value ) { wd:Q43332 wdt:P4345 ?obj }
what is television series of lorne michaels of executive producer  and also which starts with letter t,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q5398426 . ?sbj wdt:P1431 wd:Q521221 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 't')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Where was Alice Walker awarded a Bachelor of Arts degree?,SELECT ?obj WHERE { wd:Q215868 p:P69 ?s . ?s ps:P69 ?obj . ?s pq:P512 wd:Q1765120 }
What is established by working at Terry Nova?,SELECT ?answer WHERE { wd:Q52153321 wdt:P108 ?X . ?X wdt:P112 ?answer}
"""What is {temporal range end} of {Triceratops}, which has {sequel of} is {Campanian} ?""",SELECT ?answer WHERE { wd:Q14384 wdt:P524 ?answer . ?answer wdt:P155 wd:Q492941}
What team was Shivnarine Chanderpaul on at the end of 2013-0-0?,"SELECT ?obj WHERE { wd:Q967484 p:P54 ?s . ?s ps:P54 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2013')) }"
Tell me isotope of carbon whose name has the word carbon in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q471790 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'carbon')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
was Isaac newton given professorship in 1669-0-0?,"SELECT ?obj WHERE { wd:Q935 p:P803 ?s . ?s ps:P803 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1669')) }"
"What is Jonny Depp's native language what language does he ust for speaking, writing and/or signing?",SELECT ?ans_1 ?ans_2 WHERE { wd:Q37175 wdt:P103 ?ans_1 . wd:Q37175 wdt:P1412 ?ans_2 }
"When did John Stuart, 3rd Earl of Bute begin serving as Secretary of State for the Northern Department?",SELECT ?value WHERE { wd:Q294651 p:P39 ?s . ?s ps:P39 wd:Q3954358 . ?s pq:P580 ?value}
What is Francis Bacon's native language.,SELECT ?answer WHERE { wd:Q37388 wdt:P1412 ?X . ?X wdt:P2989 ?answer}
How was it determined that the total fertility rate in Hong Kong is 0.982?,"SELECT ?value WHERE { wd:Q8646 p:P4841 ?s . ?s ps:P4841 ?x filter(contains(?x,'0.982')) . ?s pq:P459 ?value}"
What does the split from the Virgin Mary portray?,SELECT ?answer WHERE { wd:Q6163695 wdt:P155 ?X . ?X wdt:P175 ?answer}
What is the architectural style of Bauhaus?,select distinct ?sbj where { ?sbj wdt:P149 wd:Q124354 . ?sbj wdt:P31 wd:Q811979 }
When did Dwyane Wade win the Sports Illustrated Sportsperson of the Year award?,SELECT ?value WHERE { wd:Q31683 p:P166 ?s . ?s ps:P166 wd:Q1653207 . ?s pq:P585 ?value}
What are the national economy which start with the letter e,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q6456916 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'e')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Which house has the most floors above ground?,select ?ent where { ?ent wdt:P31 wd:Q3947 . ?ent wdt:P1101 ?obj } ORDER BY DESC(?obj)LIMIT 5
What award did Betty Williams receive on 1976-0-0?,"SELECT ?obj WHERE { wd:Q157690 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1976')) }"
What was Gianluigi Buffon`s point score for Italy`s under-23 football team?,SELECT ?value WHERE { wd:Q68060 p:P54 ?s . ?s ps:P54 wd:Q3873569 . ?s pq:P1351 ?value}
Who is {spouse} of {Isabel Allende} where {end time} is {2015-0-0} ?,"SELECT ?obj WHERE { wd:Q83566 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2015')) }"
Who are the authors of The Colorado Kid?,SELECT ?answer WHERE { wd:Q464557 wdt:P50 ?X . ?X wdt:P800 ?answer}
When did Toots Thielemans receive the award octave d'honneur?,SELECT ?value WHERE { wd:Q365567 p:P166 ?s . ?s ps:P166 wd:Q26481897 . ?s pq:P585 ?value}
When Boa Vista started as head of government at Teresa Surita?,SELECT ?value WHERE { wd:Q181056 p:P6 ?s . ?s ps:P6 wd:Q9086139 . ?s pq:P580 ?value}
Which planet orbits Io?,SELECT ?answer WHERE { wd:Q3123 wdt:P397 ?X . ?X wdt:P398 ?answer}
How many symptoms are there of mercury poisoning?,SELECT (COUNT(?obj) AS ?value ) { wd:Q408089 wdt:P780 ?obj }
What is the { end time } for { the Daily Show } as { Rachael Harris } has { cast member }?,SELECT ?value WHERE { wd:Q824192 p:P161 ?s . ?s ps:P161 wd:Q267400 . ?s pq:P582 ?value}
Who got married to Miriam Makeba in 1969?,"SELECT ?obj WHERE { wd:Q146256 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1969')) }"
Who are the executive and legislative bodies of Dublin?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q1761 wdt:P208 ?ans_1 . wd:Q1761 wdt:P194 ?ans_2 }
What is the position held by Giulio Andreotti who is replaced by Francesco Cossiga?,SELECT ?obj WHERE { wd:Q50005 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P1366 wd:Q1230 }
When did Kiev and Kyoto become sister cities?,SELECT ?value WHERE { wd:Q1899 p:P190 ?s . ?s ps:P190 wd:Q34600 . ?s pq:P580 ?value}
What is the population of Ibadan?,SELECT ?answer WHERE { wd:Q183298 wdt:P17 ?X . ?X wdt:P1082 ?answer}
Who did Ed O'Neill play on Married.. with Children?,SELECT ?obj WHERE { wd:Q208647 p:P674 ?s . ?s ps:P674 ?obj . ?s pq:P175 wd:Q16758 }
Which club did Richard Bartel play for as team manager?,SELECT ?answer WHERE { wd:Q7323984 wdt:P54 ?X . ?X wdt:P286 ?answer}
Who is the Soviet Union's head of state?,select distinct ?obj where { wd:Q15180 wdt:P35 ?obj . ?obj wdt:P31 wd:Q5 }
"What is the native language and also the languages spoken, written or signed by Iggy Pop?",SELECT ?ans_1 ?ans_2 WHERE { wd:Q182665 wdt:P103 ?ans_1 . wd:Q182665 wdt:P1412 ?ans_2 }
What type education was completed by Paul Samuelson in 1936?,"SELECT ?obj WHERE { wd:Q102454 p:P69 ?s . ?s ps:P69 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1936')) }"
what is fictional detective that contains the word sam in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3656924 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'sam')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When is the start date of the case of Bowers v. Hardwick?,SELECT ?answer WHERE { wd:Q2907274 wdt:P4884 ?X . ?X wdt:P571 ?answer}
What company makes My Little Pony?,select distinct ?obj where { wd:Q1071312 wdt:P176 ?obj . ?obj wdt:P31 wd:Q6881511 }
What is the key incident in the death of Vasily I of Moscow?,SELECT ?answer WHERE { wd:Q272156 wdt:P20 ?X . ?X wdt:P793 ?answer}
What are the peace treaty which start with the letter t,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q625298 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 't')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many diocese are there in the Russian Orthodox Church?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P708 wd:Q60995 }
How many students attended the University of Arkansas in 2016?,"SELECT ?obj WHERE { wd:Q1070333 p:P2196 ?s . ?s ps:P2196 ?obj . ?s pq:P813 ?x filter(contains(YEAR(?x),'2016')) }"
What are the physical consequences and drug interactions of Cocaine?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q41576 wdt:P129 ?ans_1 . wd:Q41576 wdt:P769 ?ans_2 }
Which of {holding company} has {facility operator} as {Digby and Sowton railway station} ?,SELECT ?answer WHERE { wd:Q735385 wdt:P137 ?X . ?X wdt:P749 ?answer}
Who is the {human} for {spouse} of {Sean Hannity},select distinct ?obj where { wd:Q557730 wdt:P26 ?obj . ?obj wdt:P31 wd:Q5 }
what is spouse of Carlos Saura that is start time is 2006?,"SELECT ?obj WHERE { wd:Q295855 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'2006')) }"
When did Charlize Theron's relationship with Stuart Townsend end?,SELECT ?value WHERE { wd:Q80046 p:P451 ?s . ?s ps:P451 wd:Q363525 . ?s pq:P582 ?value}
"What genre are the songs in Frozen, the Original Motion Picture's Soundtrack?",SELECT ?answer WHERE { wd:Q15530976 wdt:P658 ?X . ?X wdt:P136 ?answer}
What is the foundational document of the Soviet Union?,select distinct ?obj where { wd:Q15180 wdt:P457 ?obj . ?obj wdt:P31 wd:Q49848 }
What are the flim production company which start with the letter t,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1762059 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 't')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
what award did Timbaland receive?,SELECT ?obj WHERE { wd:Q179257 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P1706 wd:Q15059449 }
What are the coordinates of the Amur river mouth?,SELECT ?obj WHERE { wd:Q6862 p:P625 ?s . ?s ps:P625 ?obj . ?s pq:P518 wd:Q1233637 }
"What is Characiformes' higher taxon, known by the vernacular name Taggfeniga fiskar?","SELECT ?answer WHERE { wd:Q217458 wdt:P171 ?answer . ?answer wdt:P1843 ?x FILTER(contains(?x,'Taggfeniga fiskar'))}"
What is the name of the archaeological site where Qin Shi Huang was buried?,select distinct ?obj where { wd:Q7192 wdt:P119 ?obj . ?obj wdt:P31 wd:Q839954 }
Who was Socrates' father?,select distinct ?sbj where { ?sbj wdt:P22 wd:Q913 . ?sbj wdt:P31 wd:Q5 }
How many people have the title of Sir?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P97 wd:Q209690 }
When was the Arab League founded that shares a border with Ethiopia?,SELECT ?value WHERE { wd:Q7172 p:P47 ?s . ?s ps:P47 wd:Q115 . ?s pq:P580 ?value}
what time is it in uppsala?,SELECT ?obj WHERE { wd:Q25286 p:P421 ?s . ?s ps:P421 ?obj . ?s pq:P1264 wd:Q36669 }
WHO IS THE COMPETITOR OF BARBARA HEPWORTH?,SELECT ?answer WHERE { wd:Q234109 wdt:P1344 ?X . ?X wdt:P710 ?answer}
Hurling is practiced by which occupation?,select distinct ?obj where { wd:Q213711 wdt:P3095 ?obj . ?obj wdt:P31 wd:Q12737077 }
What instance of Teutonic Knights started in 1192?,"SELECT ?obj WHERE { wd:Q48189 p:P31 ?s . ?s ps:P31 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1192')) }"
"Tell me, Tokyo Marui, who was the marker that played sports?",SELECT ?answer WHERE { wd:Q607621 wdt:P1056 ?X . ?X wdt:P641 ?answer}
Tell me naval battle whose name has the word beard in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1261499 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'beard')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What academic subject is Euler's identity the discoverer of?,SELECT ?answer WHERE { wd:Q204819 wdt:P61 ?X . ?X wdt:P101 ?answer}
Who is the Story Adaptation storyboard artist for Snow White and the Seven Drawfs?,"SELECT ?obj WHERE { wd:Q134430 p:P3275 ?s . ?s ps:P3275 ?obj . ?s pq:P1932 ?x filter(contains(?x,'Story Adaptation')) }"
Who was replaced by Alfred Deakin as Member of the Victorian Legislative Assembly?,SELECT ?value WHERE { wd:Q313805 p:P39 ?s . ?s ps:P39 wd:Q18534408 . ?s pq:P1366 ?value}
When Ferenc Puskás started as member of Hungary national football team?,SELECT ?value WHERE { wd:Q482931 p:P54 ?s . ?s ps:P54 wd:Q170561 . ?s pq:P580 ?value}
What is the holds position of the government headed by Frankfurt?,SELECT ?answer WHERE { wd:Q1794 wdt:P6 ?X . ?X wdt:P39 ?answer}
What kind of steam engine was invented by james Watt,select distinct ?sbj where { ?sbj wdt:P61 wd:Q9041 . ?sbj wdt:P31 wd:Q12760 }
Who is the {person} for {place of birth} in {Chicago}?,select distinct ?sbj where { ?sbj wdt:P19 wd:Q1297 . ?sbj wdt:P31 wd:Q5 }
Who did Demi Lovato break-up with in 2016?,"SELECT ?obj WHERE { wd:Q41173 p:P451 ?s . ?s ps:P451 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2016')) }"
Who was the head of government of Schleswig-Holstein in 2017?,"SELECT ?obj WHERE { wd:Q1194 p:P6 ?s . ?s ps:P6 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'2017')) }"
How many medical examinations are required for medical ultrasonography} ?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P923 wd:Q234904 }
When was the first performance of Lohengrin that had Karl Beck?,SELECT ?obj WHERE { wd:Q23085 p:P1191 ?s . ?s ps:P1191 ?obj . ?s pq:P161 wd:Q6371612 }
what is ring system that contains the word rings in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q28951811 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'rings')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Was science studies Rashomon's original work?,SELECT ?answer WHERE { wd:Q135465 wdt:P364 ?X . ?X wdt:P2579 ?answer}
It comes from the top level domain of Paramore.,SELECT ?answer WHERE { wd:Q473466 wdt:P495 ?X . ?X wdt:P78 ?answer}
What was the HH-60 Jayhawk developed from?,SELECT ?answer WHERE { wd:Q1892024 wdt:P176 ?X . ?X wdt:P1056 ?answer}
How many things are founded by Oprah Winfrey?,SELECT (COUNT(?obj) AS ?value ) { wd:Q55800 wdt:P112 ?obj }
What was Mark Rylance awarded the BAFTA Best Actor Award for.,SELECT ?value WHERE { wd:Q324572 p:P166 ?s . ?s ps:P166 wd:Q2925701 . ?s pq:P1686 ?value}
"Which sequel is Kingdom of Sardinia, whose chef-lieu is in Rome?",SELECT ?answer WHERE { wd:Q165154 wdt:P156 ?answer . ?answer wdt:P36 wd:Q220}
What is the diplomatic relation between the Philippines and Quatar?,SELECT ?obj WHERE { wd:Q928 p:P530 ?s . ?s ps:P530 ?obj . ?s pq:P805 wd:Q15948934 }
WHICH IS CAPABLE OF INHIBITING OR PREVENING PATHOLOGICAL PROCESS OF PRESCRIBED DRUG OF INFLAMMATION,SELECT ?answer WHERE { wd:Q101991 wdt:P2176 ?X . ?X wdt:P2175 ?answer}
What is the mortality rate with the highest frequency?,select ?ent where { ?ent wdt:P31 wd:Q58702 . ?ent wdt:P2844 ?obj } ORDER BY DESC(?obj)LIMIT 5
Which is the sport that is used by 2011 Junior World Orienteering Championships?,SELECT ?answer WHERE { wd:Q12038151 wdt:P641 ?X . ?X wdt:P2283 ?answer}
"Name a state in Australia ruled by the Government of South Australia that contains the word ""Australia"" in its name","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q5852411 . ?sbj wdt:P208 wd:Q3112580 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'australia')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many chairperson for Musee d'Orsay,SELECT (COUNT(?obj) AS ?value ) { wd:Q23402 wdt:P488 ?obj }
Who was the head of Nuremberg's government in 1891?,"SELECT ?obj WHERE { wd:Q2090 p:P6 ?s . ?s ps:P6 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1891')) }"
When did Francisco Goya end his residence in Quinta del Sordo?,SELECT ?value WHERE { wd:Q5432 p:P551 ?s . ?s ps:P551 wd:Q2344241 . ?s pq:P582 ?value}
Where in USA is the headquarters of National Collegiate Athletic Association located?,SELECT ?obj WHERE { wd:Q271805 p:P159 ?s . ?s ps:P159 ?obj . ?s pq:P17 wd:Q30 }
"According to the census, what is the population of Santos?",SELECT ?obj WHERE { wd:Q81882 p:P1082 ?s . ?s ps:P1082 ?obj . ?s pq:P459 wd:Q39825 }
Which jurisdiction of Parliament of the United Kingdom that has diplomatic relation to Malta?,SELECT ?answer WHERE { wd:Q11010 wdt:P1001 ?answer . ?answer wdt:P530 wd:Q233}
What is the tourist attraction with the word petronas in the name had the main building contractor of Hazama Corporation?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q570116 . ?sbj wdt:P193 wd:Q4410214 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'petronas')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
